Date,Open,High,Low,Close*,Adj Close**,Volume

"Oct 30, 2019",6.17,6.34,6.11,6.26,6.26,"17,227,700"
"Oct 29, 2019",6.33,6.33,5.96,6.19,6.19,"41,813,200"
"Oct 28, 2019",6.40,6.55,6.31,6.32,6.32,"17,862,900"
"Oct 25, 2019",6.35,6.42,6.32,6.38,6.38,"9,536,200"
"Oct 24, 2019",6.39,6.40,6.27,6.28,6.28,"9,841,500"
"Oct 23, 2019",6.35,6.41,6.31,6.39,6.39,"9,709,500"
"Oct 22, 2019",6.43,6.43,6.33,6.35,6.35,"10,713,900"
"Oct 21, 2019",6.41,6.49,6.37,6.42,6.42,"14,344,100"
"Oct 18, 2019",6.43,6.55,6.38,6.42,6.42,"18,185,800"
"Oct 17, 2019",6.50,6.51,6.28,6.44,6.44,"36,331,600"
"Oct 16, 2019",6.44,6.50,6.42,6.44,6.44,"9,142,300"
"Oct 15, 2019",6.36,6.48,6.34,6.48,6.48,"9,758,500"
"Oct 14, 2019",6.37,6.42,6.34,6.35,6.35,"5,534,800"
"Oct 11, 2019",6.27,6.49,6.27,6.42,6.42,"15,312,800"
"Oct 10, 2019",6.20,6.38,6.18,6.27,6.27,"16,474,500"
"Oct 09, 2019",6.17,6.19,6.07,6.14,6.14,"10,877,500"
"Oct 08, 2019",6.06,6.20,6.01,6.13,6.13,"13,473,000"
"Oct 07, 2019",6.04,6.15,6.04,6.12,6.12,"19,452,700"
"Oct 04, 2019",5.96,6.16,5.95,6.07,6.07,"19,211,600"
"Oct 03, 2019",6.00,6.04,5.84,5.96,5.96,"19,583,500"
"Oct 02, 2019",6.11,6.13,5.93,5.98,5.98,"12,544,500"
"Oct 01, 2019",6.22,6.22,6.10,6.16,6.16,"14,511,100"
"Sep 30, 2019",6.07,6.22,5.99,6.17,6.17,"14,950,900"
"Sep 27, 2019",6.11,6.19,5.85,6.05,6.05,"19,479,100"
"Sep 26, 2019",6.30,6.31,6.18,6.19,6.19,"13,069,200"
"Sep 25, 2019",6.32,6.39,6.25,6.34,6.34,"21,442,700"
"Sep 24, 2019",6.60,6.60,6.33,6.37,6.37,"22,193,300"
*Close price adjusted for splits.**Adjusted close price adjusted for both dividends and splits.
